title,genre,cast,director,story_tags,mood_tag,goal_tag,poster_url
Snatch,Thriller | Crime,Jason Statham | Brad Pitt | Vinnie Jones | Dennis Farina | Benicio del Toro,Guy Ritchie,"The second film from British director Guy Ritchie. Snatch tells an obscure story similar to his first fast-paced crazy character-colliding filled film “Lock, Stock and Two Smoking Barrels.” There are two overlapping stories here – one is the search for a stolen diamond, and the other about a boxing promoter who’s having trouble with a psychotic gangster.",neutral,general,
Dancin' It's On,Drama | Romance,Witney Carson | Chehon Wespi-Tschopp | Gary Daniels | David Winters | Jordan Clark,David Winters,"This coming of age Dance Film, in the spirit of Dirty Dancing, Karate Kid, and High School Musical - is about a young girl from Beverly Hills, Jennifer who is visiting her Father's Panama City Beach Hotel during Summer Break, and falls in love with a Young Boy, Ken who works as a Dishwasher. Even though both are from different backgrounds, they share the same passion... DANCE and partner with each other to enter the 2nd Annual Florida State-Wide Dance Contest. While preparing for the contest, Jennifer and Ken must overcome scheming dance partners, a meddling father, and their own doubts for their love to prevail.",happy,relationships,https://www.facebook.com/eastsidestorymovie
Pet Sematary,Drama | Horror,Dale Midkiff | Fred Gwynne | Denise Crosby | Brad Greenquist | Michael Lombard,Mary Lambert,"Dr. Louis Creed's family moves into the country house of their dreams and discover a pet cemetery at the back of their property. The cursed burial ground deep in the woods brings the dead back to life -- with ""minor"" problems. At first, only the family's cat makes the return trip, but an accident forces a heartbroken father to contemplate the unthinkable.",neutral,self growth,
Madadayo,Drama,Tatsuo Matsumura | Kyôko Kagawa | Hisashi Igawa | George Tokoro | Masayuki Yui,Akira Kurosawa,"This film tells the story of professor Uehida Hyakken-sama (1889-1971), in Gotemba, around the forties. He was a university professor until an air raid, when he left to become a writer and has to live in a hut. His mood has hardly changed, not by the change nor by time.",neutral,general,
The Cry of the Owl,Drama,Paddy Considine | Julia Stiles | Caroline Dhavernas | James Gilbert | Karl Pruner,Jamie Thraves,"A young woman becomes inexplicably attracted to a man who is stalking her. When her boyfriend goes missing, the stalker is the immediate suspect, until a game of jealousy and betrayal turns deadly.",neutral,general,http://www.ctvint.fr/pages/fiche.asp?id=3583
A Tale of Three Cities,Drama | History | Romance,Lau Ching-Wan | Tang Wei | Qin Hailu | Jing Boran,Mabel Cheung,"A former spy in the Chinese Nationalist Party falls for an opium-dealing widow, as China is ravaged by war and revolution.",sad,general,
Gremlins,Fantasy | Horror | Comedy,Zach Galligan | Phoebe Cates | Hoyt Axton | Polly Holliday | Dick Miller,Joe Dante,"When Billy Peltzer is given a strange but adorable pet named Gizmo for Christmas, he inadvertently breaks the three important rules of caring for a Mogwai, and unleashes a horde of mischievous gremlins on a small town.",neutral,general,
Star Wars,Adventure | Action | Science Fiction,Mark Hamill | Harrison Ford | Carrie Fisher | Peter Cushing | Alec Guinness,George Lucas,Princess Leia is captured and held hostage by the evil Imperial forces in their effort to take over the galactic Empire. Venturesome Luke Skywalker and dashing captain Han Solo team together with the loveable robot duo R2-D2 and C-3PO to rescue the beautiful princess and restore peace and justice in the Empire.,happy,relationships,http://www.starwars.com/films/star-wars-episode-iv-a-new-hope
Dirty Grandpa,Comedy,Zac Efron | Robert De Niro | Julianne Hough | Aubrey Plaza | Dermot Mulroney,Dan Mazer,"Jason Kelly is one week away from marrying his boss's uber-controlling daughter, putting him on the fast track for a partnership at the law firm. However, when the straight-laced Jason is tricked into driving his foul-mouthed grandfather, Dick, to Daytona for spring break, his pending nuptials are suddenly in jeopardy. Between riotous frat parties, bar fights, and an epic night of karaoke, Dick is on a quest to live his life to the fullest and bring Jason along for the ride.",excited,general,http://www.dirtygrandpa.movie/
Doctor Zhivago,Drama | Romance | War,Omar Sharif | Julie Christie | Geraldine Chaplin | Rod Steiger | Alec Guinness,David Lean,Doctor Zhivago is the filmed adapation of the Russian novel by Boris Pasternak from director David Lean that was an international success and today deemed a classic. Omar Sharif and Julie Christie play two protagonists who in fact love each other yet because of their current situation cannot find a way be together.,happy,self growth,
Trash,Adventure | Crime | Drama | Thriller,Rickson Tevez | Eduardo Luis | Gabriel Weinstein | Rooney Mara | Selton Mello,Stephen Daldry,"Set in Brazil, three kids who make a discovery in a garbage dump soon find themselves running from the cops and trying to right a terrible wrong.",neutral,general,
High School Musical 3: Senior Year,Comedy | Drama | Family | Music | Romance,Zac Efron | Vanessa Hudgens | Ashley Tisdale | Lucas Grabeel | Corbin Bleu,Kenny Ortega,"It's almost graduation day for high school seniors Troy, Gabriella, Sharpay, Chad, Ryan and Taylor ― and the thought of heading off in separate directions after leaving East High has these Wildcats thinking they need to do something they'll remember forever. Together with the rest of the Wildcats, they stage a spring musical reflecting their hopes and fears about the future and their unforgettable experiences growing up together. But with graduation approaching and college plans in question, what will become of the dreams, romances, and friendships of East High's senior Wildcats?",happy,self growth,http://disney.go.com/disneypictures/highschoolmusical3
The Fighter,Drama,Mark Wahlberg | Christian Bale | Amy Adams | Melissa Leo | Mickey O'Keefe,David O. Russell,"The Fighter, is a drama about boxer ""Irish"" Micky Ward's unlikely road to the world light welterweight title. His Rocky-like rise was shepherded by half-brother Dicky, a boxer-turned-trainer who rebounded in life after nearly being KO'd by drugs and crime.",sad,general,http://www.thefightermovie.com
Jackass Number Two,Action | Comedy | Documentary,Johnny Knoxville | Bam Margera | Steve-O | Chris Pontius | Ryan Dunn,Jeff Tremaine,"Jackass Number Two is a compilation of various stunts, pranks and skits, and essentially has no plot. Chris Pontius, Johnny Knoxville, Steve-O, Bam Margera, and the whole crew return to the screen to raise the stakes higher than ever before.",neutral,general,
My Cousin Vinny,Comedy | Drama,Joe Pesci | Ralph Macchio | Marisa Tomei | Mitchell Whitfield | Fred Gwynne,Jonathan Lynn,"Two carefree pals traveling through Alabama are mistakenly arrested, and charged with murder. Fortunately, one of them has a cousin who's a lawyer - Vincent Gambini, a former auto mechanic from Brooklyn who just passed his bar exam after his sixth try. When he arrives with his leather-clad girlfriend , to try his first case, it's a real shock - for him and the Deep South!",neutral,general,
If I Stay,Drama,Chloë Grace Moretz | Jamie Blackley | Liana Liberato | Mireille Enos | Stacy Keach,R.J. Cutler,"Based on Gayle Forman's novel of the same name. ""If I Stay"" is the story of the gifted classical musician Mia and her boyfriend, Adam, an up and coming indie-rock star. Torn between two paths in life, her art or her relationship, Mia is forced to make an even starker choice between life and death when she is caught in a fatal car accident with her family one snowy morning in Oregon.",sad,relationships,
Drive Hard,Action | Comedy | Crime,Thomas Jane | John Cusack | Zoe Ventoura | Damien Garvey | Christopher Morris,Brian Trenchard-Smith,A former race car driver is abducted by a mysterious thief and forced to be the wheel-man for a crime that puts them both in the sights of the cops and the mob.,sad,general,
Major League,Comedy,Tom Berenger | Charlie Sheen | Corbin Bernsen | Margaret Whitton | James Gammon,David S. Ward,"When Rachel Phelps inherits the Cleveland Indians from her deceased husband, she's determined to move the team to a warmer climate -- but only a losing season will make that possible, which should be easy given the misfits she's hired. Rachel is sure her dream will come true, but she underestimates their will to succeed!",sad,self growth,
St. Trinian's,Comedy | Family | Science Fiction,Talulah Riley | Rupert Everett | Gemma Arterton | Colin Firth | Lena Headey,Barnaby Thompson,"When their beloved school is threatened with closure should the powers that be fail to raise the proper funds, the girls scheme to steal a priceless painting and use the profits to pull St. Trinian's out of the red.",happy,relationships,http://www.sttriniansmovie.co.uk/
Phone Booth,Thriller | Drama,Colin Farrell | Kiefer Sutherland | Forest Whitaker | Radha Mitchell | Katie Holmes,Joel Schumacher,"A slick New York publicist who picks up a ringing receiver in a phone booth is told that if he hangs up, he'll be killed... and the little red light from a laser rifle sight is proof that the caller isn't kidding.",neutral,general,
A Walk to Remember,Drama | Romance,Mandy Moore | Shane West | Peter Coyote | Daryl Hannah | Lauren German,Adam Shankman,"When the popular, restless Landon Carter is forced to participate in the school drama production he falls in love with Jamie Sullivan, the daughter of the town's minister. Jamie has a ""to-do"" list for her life and also a very big secret she must keep from Landon.",happy,relationships,http://www2.warnerbros.com/walktoremember/main.html
Dead Man Walking,Drama,Susan Sarandon | Sean Penn | Robert Prosky | Raymond J. Barry | R. Lee Ermey,Tim Robbins,A justice drama based on a true story about a man on death row who in his last days forms a strong relationship with a nun who teaches him forgiveness and gives him spirituality as she accompanies him to his execution. Susan Sarandon won an Oscar for best female actress for her convincing portrayal of Sister Helen Prejean.,sad,relationships,
Cruel Intentions,Drama | Romance | Thriller,Sarah Michelle Gellar | Ryan Phillippe | Reese Witherspoon | Selma Blair | Louise Fletcher,Roger Kumble,"Slaking a thirst for dangerous games, Kathryn challenges her stepbrother, Sebastian, to deflower their headmaster's daughter before the summer ends. If he succeeds, the prize is the chance to bed Kathryn. But if he loses, Kathryn will claim his most prized possession.",neutral,general,
Saw VI,Horror | Mystery,Tobin Bell | Costas Mandylor | Betsy Russell | Mark Rolston | Peter Outerbridge,Kevin Greutert,"Special Agent Strahm is dead, and Detective Hoffman has emerged as the unchallenged successor to Jigsaw's legacy. However, when the FBI draws closer to Hoffman, he is forced to set a game into motion, and Jigsaw's grand scheme is finally understood.",neutral,self growth,http://www.saw6film.com/
History of the World: Part I,Comedy,Mel Brooks | Dom DeLuise | Madeline Kahn | Harvey Korman | Cloris Leachman,Mel Brooks,"An uproarious version of history that proves nothing is sacred – not even the Roman Empire, the French Revolution and the Spanish Inquisition.",neutral,general,
The Secret Life of Bees,Adventure,Dakota Fanning | Queen Latifah | Jennifer Hudson | Sophie Okonedo | Alicia Keys,Gina Prince-Bythewood,"Set in South Carolina in 1964, this is the tale of Lily Owens a 14 year-old girl who is haunted by the memory of her late mother. To escape her lonely life and troubled relationship with her father, Lily flees with Rosaleen, her caregiver and only friend, to a South Carolina town that holds the secret to her mother's past.",neutral,relationships,http://www.foxsearchlight.com/thesecretlifeofbees/
Corky Romano,Action | Comedy | Crime,Chris Kattan | Vinessa Shaw | Peter Falk | Peter Berg | Chris Penn,Rob Pritts,"Corky Romano is a bumbling, simpleton, veterinarian and the youngest, outcast son of an aging gangster, named Pops Romano, who calls upon Corky to infiltrate the local FBI and retrieve and destroy evidence being used to incriminate Pops for racketeering charges.",neutral,general,
Raising Cain,Drama | Horror | Thriller | Crime,John Lithgow | Lolita Davidovich | Steven Bauer | Frances Sternhagen | Gregg Henry,Brian De Palma,"When neighborhood kids begin vanishing, Jenny suspects her child psychologist husband, Carter, may be resuming the deranged experiments his father performed on Carter when he was young. Now, it falls to Jenny to unravel the mystery. And as more children disappear, she fears for her own child's safety.",neutral,general,
F.I.S.T.,Drama | Action,Sylvester Stallone | Rod Steiger | Peter Boyle | Melinda Dillon | David Huffman,Norman Jewison,Johnny Kovak joins the Teamsters trade-union in a local chapter in the 1930s and works his way up in the organization. As he climbs higher and higher his methods become more ruthless and finally senator Madison starts a campaign to find the truth about the alleged connections with the Mob.,neutral,general,
Invaders from Mars,Science Fiction,Karen Black | Hunter Carson | Timothy Bottoms | Laraine Newman | James Karen,Tobe Hooper,"In this remake of the classic 50s SF tale, a boy tries to stop an invasion of his town by aliens who take over the the minds of his parents, his least-liked schoolteacher and other townspeople. With the aid of the school nurse the boy enlists the aid of the U.S. Marines.",neutral,general,
Brooklyn,Drama | Romance,Saoirse Ronan | Domhnall Gleeson | Emory Cohen | Jim Broadbent | Julie Walters,John Crowley,"In 1950s Ireland and New York, young Ellis Lacey has to choose between two men and two countries.",neutral,general,http://www.foxsearchlight.com/brooklyn/
Barry Lyndon,Drama | Romance | War,Ryan O'Neal | Marisa Berenson | Hardy Krüger | Diana Körner | Frank Middlemass,Stanley Kubrick,"In the Eighteenth Century, in a small village in Ireland, Redmond Barry is a young farm boy in love with his cousin Nora Brady. When Nora engages to the British Captain John Quin, Barry challenges him for a duel of pistols. He wins and escapes to Dublin, but is robbed on the road. Without any other alternative, Barry joins the British Army to fight in the Seven Years War.",happy,relationships,
Out Cold,Comedy,Jason London | Lee Majors | Zach Galifianakis | Victoria Silvstedt | David Koechner,Brendan Malloy,"Animal House meets Casablanca in this outrageous snowboarding comedy. Rick Rambis and his friends are having the time of their lives on Bull Mountain until the legendary Papa Muntz' son decides to sell the mountain to sleazy land developer John Majors, having the staff fired and turning Bull Mountain into 'Yuppieville'.",happy,general,
The Ladies Man,Comedy,Tim Meadows | Karyn Parsons | Billy Dee Williams | John Witherspoon | Jill Talley,Reginald Hudlin,"Because of his salacious language, late-night radio advice-show host Leon Phelps, along with his sweet and loyal producer Julie, is fired from his Chicago gig. Leon gets a letter from a former lover promising a life of wealth, but he doesn't know who she is. Can Leon find his secret sugar-mama? What about Julie?",happy,relationships,
Quartet,Drama | Comedy | Romance,Maggie Smith | Tom Courtenay | Billy Connolly | Pauline Collins | Michael Gambon,Dustin Hoffman,"The directorial debut of Dustin Hoffman, Quartet is a high-drama comedy about temperamental divas and old grudges, passion and pride, romance and Rigoletto. At a home for retired musicians, the annual concert to celebrate Verdi's birthday is disrupted by the arrival of Jean, an eternal diva and former wife of one of the residents. Expect poignancy and plenty of laughs.",happy,general,
Tomcats,Comedy | Romance,Jerry O'Connell | Shannon Elizabeth | Jake Busey | Horatio Sanz | Bernie Casey,Gregory Poirier,"College buddies chip in and promise that the group's last unmarried man will collect a cash pot. Seven years later, the kitty is worth $500,000 -- money Michael needs to pay a gambling debt. Problem is, the only other single guy is a hopeless womanizer!",neutral,general,
Frailty,Drama | Thriller | Crime,Bill Paxton | Matthew McConaughey | Powers Boothe | Matt O'Leary | Jeremy Sumpter,Bill Paxton,"A man confesses to an FBI agent his family's story of how his religious fanatic father's visions lead to a series of murders to destroy supposed ""demons.""",neutral,relationships,
Woman in Gold,Drama,Helen Mirren | Ryan Reynolds | Tatiana Maslany | Katie Holmes | Max Irons,Simon Curtis,"Maria Altmann, an octogenarian Jewish refugee, takes on the Austrian government to recover a world famous painting of her aunt plundered by the Nazis during World War II, she believes rightfully belongs to her family. She did so not just to regain what was rightfully hers, but also to obtain some measure of justice for the death, destruction, and massive art theft perpetrated by the Nazis.",sad,relationships,http://womaningoldmovie.com/
Kinsey,Drama,Liam Neeson | Laura Linney | Chris O'Donnell | Peter Sarsgaard | Timothy Hutton,Bill Condon,"Kinsey is a portrait of researcher Alfred Kinsey, driven to uncover the most private secrets of a nation. What begins for Kinsey as a scientific endeavor soon takes on an intensely personal relevance, ultimately becoming an unexpected journey into the mystery of human behavior.",neutral,general,
Army of Darkness,Fantasy | Horror | Comedy,Bruce Campbell | Embeth Davidtz | Marcus Gilbert | Ian Abercrombie | Richard Grove,Sam Raimi,"A man is accidentally transported to 1300 A.D., where he must battle an army of the dead and retrieve the Necronomicon so he can return home.",excited,general,
Slackers,Comedy | Romance,Jason Segel | Devon Sawa | Jason Schwartzman | Jaime King | Cameron Diaz,Dewey Nicks,"Dave, Sam and Jeff are about to graduate from Holden University with honors in lying, cheating and scheming. The three roommates have proudly scammed their way through the last four years of college and now, during final exams, these big-men-on-campus are about to be busted by the most unlikely dude in school. Self-dubbed Cool Ethan, an ambitious nerd with a bad crush, enters their lives one day and everything begins to unravel.",neutral,general,
What's Eating Gilbert Grape,Romance | Drama,Johnny Depp | Leonardo DiCaprio | Juliette Lewis | Darlene Cates | Mary Steenburgen,Lasse Hallström,"Gilbert has to care for his brother Arnie and his obese mother, which gets in the way when love walks into his life.",happy,relationships,
The Visual Bible: The Gospel of John,Drama | History,Christopher Plummer | Henry Ian Cusick | Stuart Bunce | Daniel Kash | Stephen Russell,Philip Saville,A word for word depiction of the life of Jesus Christ from the Good News Translation Bible as recorded in the Gospel of John.,neutral,general,
Vera Drake,Crime | Drama,Imelda Staunton | Sally Hawkins | Richard Graham | Eddie Marsan | Anna Keaveney,Mike Leigh,Abortionist Vera Drake finds her beliefs and practices clash with the mores of 1950s Britain – a conflict that leads to tragedy for her family.,neutral,relationships,
The Guru,Comedy | Romance,Jimi Mistry | Heather Graham | Marisa Tomei | Michael McKean | Dash Mihok,Daisy von Scherler Mayer,"Bored with Bollywood movies but fascinated with their Hollywood counterparts from his youth, Ram dreams to become a singer and actor in America, the country where dreams are made. He is encouraged when his American-based close friend, Vijay Rao, comes for visit, and brags about driving a Mercedes and living in a penthouse.",neutral,self growth,
The Perez Family,Comedy | Drama | Romance,Marisa Tomei | Alfred Molina | Anjelica Huston | Chazz Palminteri | Trini Alvarado,Mira Nair,"In the midst of the Mariel boat lift -- a hurried exodus of refugees from Cuba going to America -- an immigration clerk accidentally presumes that dissident Juan Raul Perez and Dorita Evita Perez are married. United by their last name and a mutual resolve to emigrate, Dorita and Juan agree to play along. But it gets complicated when the two begin falling for each other just as Juan reunites with his wife, Carmela, whom he hasn't seen in decades.",neutral,general,
Inside Llewyn Davis,Drama | Music,Oscar Isaac | Carey Mulligan | Justin Timberlake | Jerry Grayson | Robin Bartlett,Joel Coen,"In Greenwich Village in the early 1960s, gifted but volatile folk musician Llewyn Davis struggles with money, relationships, and his uncertain future following the suicide of his singing partner.",neutral,relationships,http://www.cbsfilms.com/inside-llewyn-davis/
O,Drama | Romance | Thriller,Mekhi Phifer | Josh Hartnett | Andrew Keegan | Julia Stiles | Martin Sheen,Tim Blake Nelson,"Hot young stars, a hip, driving soundtrack, plus a provocative tale of jealousy and betrayal combine to create this controversial modern-day version of Shakespeare's classic, ""Othello."" O is Odin James (Mekhi Phifer), the school's star basketball player and future NBA hopeful. Even though he's the only black student at the elite Palmetto Grove Academy...",neutral,general,
Return to the Blue Lagoon,Drama | Adventure | Romance,Milla Jovovich | Brian Krause | Lisa Pelikan | Courtney Barilla | Garette Ratliff Henson,William A. Graham,"In this sequel to the 1980 classic, two children are stranded on a beautiful island in the South Pacific. With no adults to guide them, the two make a simple life together and eventually become tanned teenagers in love.",happy,relationships,
The Molly Maguires,Drama | History,Sean Connery | Samantha Eggar | Richard Harris | Frank Finlay | Anthony Zerbe,Martin Ritt,"Life is rough in the coal mines of 1876 Pennsylvania. A secret group of Irish emigrant miners, known as the Molly Maguires, fights against the cruelty of the mining company with sabotage and murder. A detective, also an Irish emigrant, is hired to infiltrate the group and report on its members. But on which side do his sympathies lie?",excited,general,
Romance & Cigarettes,Comedy | Music | Romance,James Gandolfini | Susan Sarandon | Kate Winslet | Steve Buscemi | Mandy Moore,John Turturro,"Down-and-dirty musical love story set in the world of the working class. Nick is an ironworker who builds and repairs bridges. He's married to Kitty, a dressmaker, a strong and gentle woman with whom he has three daughters. He is carrying on a torrid affair with a redheaded woman named Tula. Nick is basically a good, hardworking man driven forward by will and blinded by his urges.",happy,relationships,
Copying Beethoven,Drama,Ed Harris | Diane Kruger | Matthew Goode | Phyllida Law | Ralph Riach,Agnieszka Holland,"A fictionalised exploration of Beethoven's life in his final days working on his Ninth Symphony. It is 1824. Beethoven is racing to finish his new symphony. However, it has been years since his last success and he is plagued by deafness, loneliness and personal trauma. A copyist is urgently needed to help the composer. A fictional character is introduced in the form of a young conservatory student and aspiring composer named Anna Holtz. The mercurial Beethoven is skeptical that a woman might become involved in his masterpiece but slowly comes to trust in Anna's assistance and in the end becomes quite fond of her. By the time the piece is performed, her presence in his life is an absolute necessity. Her deep understanding of his work is such that she even corrects mistakes he has made, while her passionate personality opens a door into his private world.",neutral,self growth,
Brighton Rock,Drama | Thriller | Crime,Andy Serkis | Helen Mirren | John Hurt | Sam Riley | Andrea Riseborough,Rowan Joffe,"Charts the headlong fall of Pinkie, a razor-wielding disadvantaged teenager with a religious death wish.",sad,general,http://brightonrockmovie.com/
Saw V,Horror | Thriller | Crime,Tobin Bell | Costas Mandylor | Scott Patterson | Betsy Russell | Mark Rolston,David Hackl,"Detective Hoffman is seemingly the last person alive to carry on the Jigsaw legacy. But when his secret is threatened, he must go on the hunt to eliminate all the loose ends.",neutral,general,
Machine Gun McCain,Drama | Action | Thriller | Crime | Foreign,John Cassavetes | Britt Ekland | Peter Falk | Gabriele Ferzetti | Margherita Guzzinati,Giuliano Montaldo,"After serving 12 years behind bars for armed robbery, tough guy Hank McCain finds himself the pawn of a ruthless mob runt's rebellion against a high level don. When McCain discovers that he's been betrayed and abandoned by his new employer, he retaliates with a high stakes Las Vegas casino heist that erupts into all-out war on the streets of Los Angeles, San Francisco and New York. Not blood, nor lust, nor wedding vows can come between McCain and his money...or his machine gun.",sad,general,
LOL,Drama | Comedy | Romance,Miley Cyrus | Demi Moore | Douglas Booth | Ashley Greene | Ashley Hinshaw,Lisa Azuelos,"In a world connected by YouTube, iTunes, and Facebook, Lola and her friends navigate the peer pressures of high school romance and friendship while dodging their sometimes overbearing and confused parents. When Lola's mom, Anne, ""accidentally"" reads her teenage daughter's racy journal, she realizes just how wide their communication gap has grown.",happy,general,
Jindabyne,Crime | Drama | Mystery | Thriller,Laura Linney | Gabriel Byrne | Deborra-Lee Furness | John Howard | Leah Purcell,Ray Lawrence,"Stewart Kane, an Irishman living in the Australian town of Jindabyne, is on a fishing trip in isolated hill country with three other men when they discover the body of a murdered girl in the river. Rather than return to the town immediately, they continue fishing and report their gruesome find days later. The story of a murder and a marriage - a film about the things that haunt us.",sad,general,http://www.sonyclassics.com/jindabyne/
Kabhi Alvida Naa Kehna,Drama | Romance,Shah Rukh Khan | Rani Mukerji | Preity Zinta | Abhishek Bachchan | Amitabh Bachchan,Karan Johar,"Dev and Maya are both married to different people. Settled into a life of domestic ritual, and convinced that they are happy in their respective relationships, they still yearn for something deeper and more meaningful, which is precisely what they find in each other.",happy,relationships,
An Ideal Husband,Drama | Comedy | Romance,Cate Blanchett | Minnie Driver | Rupert Everett | Julianne Moore | Jeremy Northam,Oliver Parker,"Sir Robert Chiltern is a successful Government minister, well-off and with a loving wife. All this is threatened when Mrs Cheveley appears in London with damning evidence of a past misdeed. Sir Robert turns for help to his friend Lord Goring, an apparently idle philanderer and the despair of his father. Goring knows the lady of old, and, for him, takes the whole thing pretty seriously.",neutral,self growth,
The Last Days on Mars,Science Fiction | Thriller | Horror,Liev Schreiber | Romola Garai | Elias Koteas | Olivia Williams | Johnny Harris,Ruairi Robinson,"On the last day of the first manned mission to Mars, a crew member of Tantalus Base believes he has made an astounding discovery – fossilized evidence of bacterial life. Unwilling to let the relief crew claims all the glory, he disobeys orders to pack up and goes out on an unauthorized expedition to collect further samples. But a routine excavation turns to disaster when the porous ground collapses and he falls into a deep crevice and near certain death. His devastated colleagues attempt to recover his body. However, when another vanishes, they start to suspect that the life-form they have discovered is not without danger.",sad,general,
Darkness,Horror,Anna Paquin | Lena Olin | Iain Glen | Giancarlo Giannini | Fele Martínez,Jaume Balagueró,"A teenage girl moves into a remote countryside house with her family, only to discover that their gloomy new home has a horrifying past that threatens to destroy the family.",neutral,relationships,http://www.miramax.com/movie/darkness
2001: A Space Odyssey,Science Fiction | Mystery | Adventure,Keir Dullea | Gary Lockwood | William Sylvester | Douglas Rain | Daniel Richter,Stanley Kubrick,"Humanity finds a mysterious object buried beneath the lunar surface and sets off to find its origins with the help of HAL 9000, the world's most advanced super computer.",neutral,general,
E.T. the Extra-Terrestrial,Science Fiction | Adventure | Family | Fantasy,Henry Thomas | Drew Barrymore | Robert MacNaughton | Dee Wallace | Peter Coyote,Steven Spielberg,"After a gentle alien becomes stranded on Earth, the being is discovered and befriended by a young boy named Elliott. Bringing the extraterrestrial into his suburban California house, Elliott introduces E.T., as the alien is dubbed, to his brother and his little sister, Gertie, and the children decide to keep its existence a secret. Soon, however, E.T. falls ill, resulting in government intervention and a dire situation for both Elliott and the alien.",neutral,general,http://www.et20.com/
In the Land of Women,Romance | Comedy | Drama,Meg Ryan | Kristen Stewart | Adam Brody | JoBeth Williams | Olympia Dukakis,Jon Kasdan,"After a bad breakup with his girlfriend leaves him heartbroken, Carter Webb moves to Michigan to take care of his ailing grandmother. Once there, he gets mixed up in the lives of the mother and daughters who live across the street.",neutral,general,http://www.warnerbros.com/land-women
The Blue Butterfly,Adventure | Drama | Family,Marc Donato | Pascale Bussières | William Hurt | Raoul Max Trujillo | Steve Adams,Léa Pool,"Based on a true story, The Blue Butterfly tells the story of a terminally ill 10-year-old boy whose dream is to catch the most beautiful butterfly on Earth, the mythic and elusive Blue Morpho. His mother persuades a renowned entomologist to take them on a trip to the jungle to search for the butterfly, leading to an adventure that will transform their lives",excited,self growth,
There Goes My Baby,Drama | Comedy,Dermot Mulroney | Ricky Schroder | Kelli Williams | Noah Wyle | Lucy Deakins,Floyd Mutrux,A group of high school seniors meets in the summer of 1965 and all struggle with the choices they have to make.,neutral,general,
Housefull,Drama | Comedy | Romance | Foreign,Akshay Kumar | Ritesh Deshmukh | Deepika Padukone | Lara Dutta | Jiah Khan,Sajid Khan,"Believing himself to be a jinx and bringing bad luck upon himself and others, a man attempts to find true love, but ends up in very complicated relationships.",happy,relationships,http://housefull.erosentertainment.com/
September Dawn,Drama | Action | History | Western | Romance,Jon Voight | Tamara Hope | Trent Ford | Lolita Davidovich | Dean Cain,Christopher Cain,"A story set against the Mountain Meadows Massacre, the film is based upon the tragedy which occurred in Utah in 1857. A group of settlers, traveling on wagons, was murdered by the native Mormons. All together, about 140 souls of men, women and children, were taken.",neutral,general,
For Greater Glory - The True Story of Cristiada,History | Drama,Eva Longoria | Andy García | Oscar Isaac | Peter O'Toole | Rubén Blades,Dean Wright,"A chronicle of the Cristeros War (1926-1929), which was touched off by a rebellion against the Mexican government's attempt to secularize the country.",sad,general,http://www.cristiadafilm.com/
The Bélier Family,Comedy | Drama | Music,Louane Emera | Karin Viard | François Damiens | Eric Elmosnino | Roxane Duran,Eric Lartigau,"The whole Bélier family is deaf, except for sixteen year old Paula who is the important translator in her parents' day to day life especially when it comes to matters concerning the family farm. When her music teacher discovers she has a fantastic singing voice and she gets an opportunity to enter a big Radio France contest the whole family's future is set up for big changes.",neutral,relationships,
Good Will Hunting,Drama,Robin Williams | Matt Damon | Ben Affleck | Stellan Skarsgård | Minnie Driver,Gus Van Sant,"Will Hunting has a genius-level IQ but chooses to work as a janitor at MIT. When he solves a difficult graduate-level math problem, his talents are discovered by Professor Gerald Lambeau, who decides to help the misguided youth reach his potential. When Will is arrested for attacking a police officer, Professor Lambeau makes a deal to get leniency for him if he will get treatment from therapist Sean Maguire.",neutral,general,http://www.miramax.com/movie/good-will-hunting
Misconduct,Drama | Thriller,Josh Duhamel | Alice Eve | Malin Åkerman | Lee Byung-hun | Julia Stiles,Shintaro Shimosawa,"An ambitious lawyer finds himself caught in a power struggle between a corrupt pharmaceutical executive and his firm’s senior partner. When the case takes a deadly turn, he must race to uncover the truth before he loses everything.",neutral,general,
Saw III,Horror | Thriller | Crime,Tobin Bell | Shawnee Smith | Angus Macfadyen | Bahar Soomekh | Dina Meyer,Darren Lynn Bousman,"Jigsaw has disappeared. Along with his new apprentice Amanda, the puppet-master behind the cruel, intricate games that have terrified a community and baffled police has once again eluded capture and vanished. While city detective scramble to locate him, Doctor Lynn Denlon and Jeff Reinhart are unaware that they are about to become the latest pawns on his vicious chessboard.",sad,general,
Stripes,Action | Comedy,Bill Murray | Harold Ramis | Warren Oates | P.J. Soles | Sean Young,Ivan Reitman,"John Winger, an indolent sad sack in his 30s, impulsively joins the U.S. Army after losing his job, his girlfriend and his apartment.",sad,general,
Bring It On,Comedy,Kirsten Dunst | Jesse Bradford | Eliza Dushku | Gabrielle Union | Huntley Ritter,Peyton Reed,"The Toro cheerleading squad from Rancho Carne High School in San Diego has got spirit, spunk, sass and a killer routine that's sure to land them the national championship trophy for the sixth year in a row. But for newly-elected team captain, the Toros' road to total cheer glory takes a shady turn when she discovers that their perfectly-choreographed routines were in fact stolen.",neutral,general,https://www.uphe.com/movies/bring-it-on
